"originalRUN","Akt","EGF","Erk","IGF","Mek","PI3K","Raf","Ras","SOS"
"0_Obs",25.4380296592303,26.7102611391677,8.6603499952683,16.7318775277382,8.04484084223231,32.3678209717945,6.02916386205111,19.310391786065,20.4075577017305
"1_Obs",27.5669881982467,19.8907854511655,11.8833713126334,23.2830272067487,9.47943636362195,33.4966069450791,7.76044578556174,22.5792196858496,23.4531705076099
"2_Obs",25.7149523555717,22.7836893298581,11.9101103306224,19.8168482976688,9.56263095210989,32.2241693354167,NA,21.1801240038041,23.3200230927967
"3_Obs",28.643932540288,29.0944654053367,4.41110235878737,16.6200347543979,3.9177463815553,37.0225789771098,NA,20.348889583269,23.5817993928554
"4_Obs",29.539422321172,27.2277893600792,14.1999131132243,18.2309758356609,10.9204190643989,36.6799654105767,9.66238201298349,24.8402525681641,26.4402780588527
"5_Obs",19.9770983113952,13.0036100099474,6.88388512329289,17.6800313088051,5.12580673234017,23.3215145990489,NA,12.7553190618153,13.8510834340738
"6_Obs",29.2328307127964,22.6404414969574,10.6645750201525,23.4820550377218,6.41075021989477,36.1449106651135,7.77935058849882,24.5926980948953,24.61452075553
"7_Obs",22.4916308370978,17.1332133678409,7.72774726898372,14.9858683531048,5.23619419784129,26.8420379303733,NA,15.9297960073846,15.9795294999626
"8_Obs",21.5092348082192,17.3739051503616,7.59209010419001,17.5769981801883,6.93462560802099,26.7812352137627,5.95229462059455,17.759145371339,19.3985855301094
"9_Obs",20.8797470081493,19.9429919190213,9.85949608651342,11.7411809754252,7.04756185896102,25.5798102434111,5.44003365589878,15.8207107320514,17.3751268239892
