Protein,Replicate,Feature,Intensity,Obs_Intensity,MNAR_threshold,MAR,MNAR
EGF,0,0,23.332224447175992,23.332224447175992,0.001773739775965308,False,False
EGF,0,1,23.4368670167168,23.4368670167168,0.0017011523448676104,False,False
EGF,0,2,24.017727080318345,24.017727080318345,0.0013489339344296102,False,False
EGF,0,3,22.402541428830055,22.402541428830055,0.002570665287988803,False,False
EGF,0,4,21.807599299768274,21.807599299768274,0.0032591001721609014,False,False
EGF,0,5,22.86285974409137,22.86285974409137,0.002139281037451834,False,False
EGF,0,6,25.117779929086787,25.117779929086787,0.0008691615808414193,False,False
EGF,0,7,22.04068060490637,22.04068060490637,0.0029698420697075903,False,False
EGF,0,8,24.90809285761594,,0.0009451350552973453,True,False
EGF,0,9,23.467380838212296,23.467380838212296,0.0016805497637743445,False,False
EGF,0,10,23.119802724486057,23.119802724486057,0.001930736596489466,False,False
EGF,0,11,24.82032267882255,24.82032267882255,0.000978873219169291,False,False
EGF,0,12,23.126572884977335,23.126572884977335,0.0019255251651910164,False,False
EGF,0,13,24.188827584349166,24.188827584349166,0.0012598134287534076,False,False
EGF,0,14,22.8882583247154,22.8882583247154,0.0021177029786027444,False,False
EGF,0,15,24.908334609506824,24.908334609506824,0.0009450437508098544,False,False
EGF,1,0,19.24053903437467,,0.009047163898523343,False,True
EGF,1,1,19.345181603915478,19.345181603915478,0.008679511425029257,False,False
EGF,1,2,19.926041667517023,19.926041667517023,0.006892420496320099,False,False
EGF,1,3,18.310856016028733,18.310856016028733,0.013069189710021288,False,False
EGF,1,4,17.715913886966952,17.715913886966952,0.016522599397549614,False,False
EGF,1,5,18.771174331290048,18.771174331290048,0.01089528873231093,False,False
EGF,1,6,21.026094516285465,21.026094516285465,0.0044497937594284625,False,False
EGF,1,7,17.94899519210505,17.94899519210505,0.015073955893014444,False,False
EGF,1,8,20.81640744481462,,0.004837235251645445,False,True
EGF,1,9,19.375695425410974,19.375695425410974,0.008575120202406588,False,False
EGF,1,10,19.028117311684735,19.028117311684735,0.009841597136840392,False,False
EGF,1,11,20.728637266021227,,0.00500921177630675,True,False
EGF,1,12,19.034887472176013,19.034887472176013,0.009815242753462712,False,False
EGF,1,13,20.097142171547844,20.097142171547844,0.006439418041659402,False,False
EGF,1,14,18.79657291191408,18.79657291191408,0.010786347054607952,False,False
EGF,1,15,20.8166491967055,20.8166491967055,0.004836769772312679,False,False
EGF,2,0,20.976281361590218,20.976281361590218,0.004538939807811176,False,False
EGF,2,1,21.080923931131025,21.080923931131025,0.004353684582640713,False,False
EGF,2,2,21.66178399473257,21.66178399473257,0.0034541677104291584,False,False
EGF,2,3,20.04659834324428,20.04659834324428,0.006570068086587533,False,False
EGF,2,4,19.4516562141825,19.4516562141825,0.00832062488842891,False,False
EGF,2,5,20.506916658505595,20.506916658505595,0.0054712240664822566,False,False
EGF,2,6,22.761836843501012,22.761836843501012,0.002227301484266379,False,False
EGF,2,7,19.684737519320596,19.684737519320596,0.0075855551411566895,False,False
EGF,2,8,22.552149772030166,,0.002421702319752823,True,False
EGF,2,9,21.11143775262652,21.11143775262652,0.004301095707355463,False,False
EGF,2,10,20.763859638900282,20.763859638900282,0.004939478237294737,False,False
EGF,2,11,22.464379593236774,22.464379593236774,0.0025080166829991235,False,False
EGF,2,12,20.77062979939156,20.77062979939156,0.004926185714506537,False,False
EGF,2,13,21.83288449876339,21.83288449876339,0.0032264093226834246,False,False
EGF,2,14,20.532315239129627,20.532315239129627,0.005416220470076972,False,False
EGF,2,15,22.55239152392105,22.55239152392105,0.0024214687176623956,False,False
EGF,3,0,24.762747006877373,24.762747006877373,0.0010016556876910232,False,False
EGF,3,1,24.86738957641818,24.86738957641818,0.0009606341425584106,False,False
EGF,3,2,25.448249640019725,25.448249640019725,0.0007616207976767903,False,False
