"originalRUN","Akt","EGF","Erk","IGF","Mek","PI3K","Raf","Ras","SOS"
"0_Obs",27.4029448947182,22.2886809444017,4.45751738215698,18.5591603474955,NA,32.3962575263798,2.46390513945375,17.2068962794957,21.9173400762726
"1_Obs",25.3497902579755,20.4397583552084,7.59045067574903,18.931717545312,4.01616715579889,31.4496302249672,4.10026528467057,16.755953491214,19.9479521940778
"2_Obs",22.1985620813971,13.6577205556793,5.67392735091083,15.5733915771523,1.79398566384703,25.9449272552599,NA,13.8159391355075,14.6523915488043
"3_Obs",23.3106568802144,18.2687698822276,6.87136518209473,14.208090537417,4.11874403267804,25.7249179228241,4.5327138088064,14.7533367145362,15.9347765557844
"4_Obs",23.6140663769838,20.1579293536846,8.96104943492699,14.8790602247479,2.59743285462461,27.5012849455489,4.59030228790978,15.8517810723249,18.5086650082182
"5_Obs",22.0773448418836,16.1336647498564,2.40624084103175,17.3416896996411,0.42897362276262,26.9379357681746,2.19317419957366,14.6937144648637,16.8987259768289
"6_Obs",28.3600169678109,19.0904561890895,5.25093052872574,21.127632355619,1.67014386237291,31.7844963993649,4.78993075783485,16.743642699967,22.2772821274589
"7_Obs",21.9483811565761,18.619567009158,9.00592740937735,17.0112782729327,4.89316310762763,27.1787805571608,5.74377280348204,15.9152639834008,20.8790264892026
"8_Obs",22.7998745198209,18.3067957248152,4.9218291871926,17.7482683580808,NA,28.8619837028183,4.64036948529228,16.4624511322085,18.8137066946167
"9_Obs",19.1121027788316,17.7701208002343,7.33694618004946,11.3174463539191,3.04471438244698,23.8432486300572,4.58174814271313,14.2587987518435,15.1631123040219
"10_Obs",29.5385447032408,19.5930000018739,NA,24.3329913975769,2.74136769823507,35.5447554216909,4.26696764237282,18.9066366707484,23.5709336912146
"11_Obs",23.4884851316845,21.9030335534498,7.15485773303933,12.9826940798553,4.18362282809866,29.5898091100099,5.24808981555229,15.7821046122836,17.2627190450127
"12_Obs",24.5199942874911,15.3987244204628,NA,21.746608299782,1.13688019897174,29.4800797463853,NA,16.3893846491052,19.6081576080824
"13_Obs",27.2736503431014,21.3787436659613,10.2287055160546,14.6251184487151,NA,30.8550643283056,5.58556536319255,18.3384452926973,19.4171651456096
"14_Obs",23.5222351120397,18.9798118223871,9.15111649486233,19.166394192702,3.89713923020776,28.0489219460637,5.49544897310958,16.4981870595425,20.5725067413687
"15_Obs",23.9423215289023,19.6293342705042,9.56749286601462,18.7389225179242,4.35069279669764,29.8135097197271,5.89134633929818,16.7896775776991,20.0155476761513
"16_Obs",19.6753589061158,14.88411479652,8.33115390698646,16.486218672901,2.58321247410135,23.9570042471788,5.58883548732775,13.959490214051,15.5056201530443
"17_Obs",21.5097600630581,18.699332067359,7.75198394295553,15.7940443590978,NA,27.7205011634974,3.97769892074453,16.0372237337749,19.3641148521711
"18_Obs",25.0755482758187,22.7475324375229,6.8845078363705,13.4711311486605,4.67782993121661,29.362006772261,6.24165355903544,15.4295397101519,19.4982512933704
"19_Obs",23.0290004859095,15.0545067746573,8.08499974353728,16.1324769684697,3.21416580108536,25.6097453094456,4.52843326031436,15.8605901183197,16.9326695787146
"20_Obs",22.5015951487353,12.3607365900394,6.76972519262587,19.596669083072,NA,25.5779830138382,2.58913977873863,13.8642695124315,15.3601238914417
"21_Obs",22.2255555997691,13.0638045443164,6.2024312548692,17.4096281098557,NA,27.6898064748736,6.37630491914133,15.6422345138715,16.5448547838711
"22_Obs",22.3621481039974,19.0921319240148,8.09408383732626,13.6428775123577,3.67043082892686,27.1865062475951,4.80769172602176,15.288390342824,15.0201031316317
"23_Obs",28.815658641301,25.4488234241464,10.122397008989,19.7674151887317,5.66243675295398,37.5220198603766,4.93119377367929,18.9156121913176,24.4453339581078
"24_Obs",23.1735291602314,21.6649951922414,6.11805497265015,12.6822999988562,1.93140292158594,27.2192896215789,5.00430889699164,14.9206500508266,17.4757197548803
"25_Obs",23.2818171794634,23.3117880719366,9.76608919066351,16.9227778992542,6.13457557278335,29.7319950469947,8.00997451051419,17.5942194621813,21.1404942149813
"26_Obs",22.486955898812,18.5913690795189,8.56480794340275,13.6196997072529,4.56076696677923,26.8452152256256,4.40085848510887,15.1564261381052,15.7536595164143
"27_Obs",24.1027812446323,22.4879105632939,5.95685012749154,13.945197232665,NA,29.2362695894294,3.88448129072716,17.1779772456367,19.6286421583557
"28_Obs",22.9638023273618,17.4801774681158,8.39894003748038,19.5324525070261,3.51936583678813,27.3308315944407,5.41406914654792,15.1785152106581,19.5837884795366
"29_Obs",22.5532512619939,20.1335339865921,8.1830264469911,14.9047378168502,3.37246163876432,27.9254163322851,NA,17.2472789206746,18.0560977242995
"30_Obs",18.9876127881645,17.4919698659924,7.23591247005624,11.7480334355889,NA,22.5365176305608,4.20068153679017,14.0591833940913,16.4475695452077
"31_Obs",21.9970904397388,16.6459943896967,7.92951274297489,14.677104878307,NA,27.2184663735226,NA,13.6709213667987,16.6738538212111
"32_Obs",21.403977700501,18.692046319293,7.05365528347741,18.5631260468235,3.85537012644176,28.219618501594,4.74666634479489,17.0167119178039,19.374363683659
"33_Obs",21.3081490519105,16.8654953872311,6.5946822777829,14.1050628062252,2.52263441189926,27.099336266005,4.4635717995663,14.0740554868584,15.4087882659227
"34_Obs",25.579785407174,22.2193406746036,5.15500792130852,19.9376084238795,2.64378350542199,31.8403286036939,2.99310578986943,16.8961469646672,20.1450071558207
"35_Obs",26.0642086972244,18.8789612697124,5.44352152358562,19.3181093737547,2.41490788190886,30.1111877576194,5.28146934646215,16.4871640358318,19.1153519396765
"36_Obs",26.4809129493707,19.4945513967702,6.05551927858372,16.5131095004192,2.56796189380198,29.7054444254883,4.4063097295244,17.4151689176784,17.9611438328019
"37_Obs",25.2044708288382,17.2810244207565,5.08257153121676,19.8144577139074,NA,30.2254716282482,4.13938471552449,16.0057920478465,18.2843193162886
"38_Obs",27.1157406311596,22.0633382232786,7.54784649665328,21.8821154756018,NA,32.2848761509465,4.90445299545569,18.7320723747635,23.0963405201488
"39_Obs",18.7474153961818,16.0980129260095,6.71791129101359,10.3423509806921,3.61377455761274,22.8697218366788,4.99806906921255,13.6363584353643,14.5229408438452
"40_Obs",22.8089388574859,20.2746160856921,8.67240360515989,19.7633272639638,3.33167417561992,28.9806339134298,5.601926748421,16.6966881377651,21.3747778005291
"41_Obs",24.2971525111798,17.2413057576935,6.5319783696507,18.1211072724861,2.96999533169579,28.9971270779241,4.61929577091162,16.4865970815152,17.8207222026077
"42_Obs",19.6938168186432,15.4756213527255,5.96366732355463,15.32365677622,1.10135713351553,24.6575270222738,3.52874042642989,14.4180248457353,14.2319300850112
"43_Obs",23.2494651004989,16.8259097813592,6.92997418889014,18.285697294424,4.44112057925689,28.7829623575068,6.69007904190888,17.7178782437372,18.8566520557019
"44_Obs",23.8799071584917,15.8801480052033,3.36298946415322,17.4834384529139,NA,27.7144610479537,1.35474152938564,14.2561738656153,16.6257015076927
"45_Obs",21.0162990509855,17.6558285158816,5.12357046109169,14.5649098910153,NA,25.00559243443,5.2247335692805,16.1056773209534,18.0403727146884
"46_Obs",24.7853307755066,17.2765006938228,6.84083580670483,20.757915649873,3.22650496830912,30.3135523974466,5.08287718126884,17.3938381956414,19.8163166295436
