"originalRUN","Akt","EGF","Erk","IGF","Mek","PI3K","Raf","Ras","SOS"
"0_Obs",28.3079638006345,22.1149044572021,14.5174595907796,23.0690614499045,11.3516870958518,37.5932433862083,10.7373242823558,26.2427808727313,25.043744525709
"1_Obs",17.2647046762966,14.5196591008217,5.99169554766995,10.309466106738,3.02486885630174,21.4282192389939,NA,10.7119434921003,11.705593574892
"2_Obs",22.0223220276215,23.3488448005028,10.0760916209421,14.9648714394517,7.41773392518365,30.6366007334991,NA,18.6893795493464,18.6962177729401
"3_Obs",19.7452101898555,14.5303682834723,6.42916122072358,15.780576554537,5.63447277531799,25.7367190174316,4.22191032383873,15.2414766070674,13.3648114421861
"4_Obs",14.8189006920396,9.54994067298536,4.22366009538436,10.2806511362436,2.34800852488949,17.3533356950333,1.08523383578419,8.03680115031346,1.05202782878572
"5_Obs",23.2538508734639,19.5259995600265,7.37588991638699,15.6562317222008,5.65810614249347,28.0911072669582,5.29655891712953,18.2785964897834,17.4527569223587
"6_Obs",19.6895182506334,23.5666960888428,8.20380125097822,5.6330899288599,5.79857923182751,22.3613353199638,NA,13.1556363219359,13.2434442223242
"7_Obs",24.9517209299827,22.8188645079492,13.6196705746029,17.5995486420676,8.7640245680309,31.4007793786227,7.16914303404666,20.1720455798419,20.858155522964
"8_Obs",22.5719997472755,21.8000885100532,7.2422294636439,11.5537408007706,NA,27.9083375332305,4.5322505378064,15.7125166351027,16.2708929967945
"9_Obs",25.9242536145926,20.9843260368492,9.66821722083344,21.1066031753408,7.35887799903752,34.7996752578152,8.32779777700635,21.4408980279812,20.423495455324
"10_Obs",16.4366313652411,16.4136836530306,7.27382519619285,9.1370681195216,4.39732417224944,20.2135886275201,NA,10.2246093698838,10.3137544087209
"11_Obs",18.1117293110227,14.9264581259928,4.22255464778898,11.8633103568968,4.26257751795074,18.9347862952179,NA,10.678272097191,12.092845541701
"12_Obs",13.1512931451714,13.3370108160911,6.06508883674538,8.88666868446398,NA,16.1527924141391,NA,3.52926721506218,8.33238949926071
"13_Obs",19.8247966105364,23.4402845421452,13.290394591512,5.93409540898369,10.0999234955418,24.9821614690831,7.33962411218931,16.4330862614815,14.8165400139799
"14_Obs",17.8555131362357,10.8931647611658,5.72195513046846,16.9601306642137,NA,24.6101434538616,NA,15.5872615964536,13.7303465371924
"15_Obs",19.3497628594143,16.915385235252,7.02550489486422,14.8793909015174,5.80490427602808,23.3306466397799,4.52645202874643,13.6174158761877,14.6413464718124
"16_Obs",23.0141854596226,15.0499619840081,13.0641448186615,19.6250319728396,10.1451405415301,28.6460074834865,7.07939409812763,18.6502035314678,17.2171892256224
"17_Obs",17.3539424379539,NA,6.44227440792088,21.5635559815471,5.99926622278015,23.4194785826621,NA,13.812089796098,13.0426640392137
"18_Obs",15.7064319631218,8.2940940807861,NA,13.214832233615,1.43604594472611,17.2386661887588,0.445629992636991,8.51188536772339,10.2960736468418
"19_Obs",17.607556860357,18.8606705326867,NA,7.76538878548426,4.41976818188994,21.0767654501593,2.28235472375918,12.0104590693026,11.8523870535201
"20_Obs",26.2700593132657,22.2102279841116,8.26792945401557,19.2931275869833,5.68144169248525,31.5374882622197,4.10651114422103,19.7562725186806,20.0976242689405
"21_Obs",18.873521363516,11.6875473460012,7.18664459970715,14.5672495209131,NA,21.9489663701742,2.94822345196051,11.3514852738615,11.8299835088848
"22_Obs",18.1232125855789,21.235395904386,6.7012429352568,8.90568975775109,5.50525282588177,21.4976283918089,2.9992236310652,12.1599254039121,13.4520660629893
"23_Obs",19.4474732621258,11.9765957858861,8.69774090730919,16.6800181902192,7.02147720236826,22.9059095130212,NA,14.8049613046139,13.5356034247173
"24_Obs",21.6008722534265,7.62773416219349,8.61514803317105,24.9631389476625,5.50608749335808,27.2018783594569,4.92303416904332,14.8429781857958,15.676626396372
"25_Obs",15.310973875065,11.5680102667554,7.70058306935722,17.1026997466297,NA,22.0148681832763,3.15266252708213,12.48907196334,12.6896040470414
"26_Obs",20.6599978238558,18.3805011843166,5.11474802561132,10.8990547594854,NA,24.1170338239211,5.20956587302545,14.3950207521271,13.7181535764892
"27_Obs",12.5646919493531,7.04430432484619,6.80136494186062,12.799365799867,5.02595091554508,16.3127391162239,NA,9.09282552185946,8.79169622537438
"28_Obs",23.9789560640741,17.6331455846624,11.9036905411673,20.1856904098675,9.2908838524068,30.8599916897689,9.34419747054896,21.2030672555579,19.2560702941566
"29_Obs",21.1962008961847,19.0482975292374,5.94168695393509,13.9552960529185,5.32482486093781,24.904259067599,NA,15.1119111484398,15.6426110127617
"30_Obs",15.6004646074274,12.7354568623592,7.9132080080757,13.2370150647791,NA,20.659565217716,3.73743846402577,11.6863406297678,12.725499665127
"31_Obs",28.0048985450466,25.49618443268,12.6222551045847,21.8757909323648,10.8116800087976,37.4198786442802,10.7201675511971,24.3910401836787,24.8884685107541
"32_Obs",17.9492041567048,19.2990347044021,8.13778201244339,11.4677409006254,6.17762715504882,23.9695179349698,NA,14.7235954081364,14.2463389581396
"33_Obs",18.4297606292465,14.2776394632075,9.16643513536043,14.6916541735307,5.80590980527509,23.8298956432179,4.54736265988323,14.9392314583317,13.6520401574644
"34_Obs",18.9358996758838,11.7273607662741,10.6366419982245,16.246424353888,8.83779352192019,23.6951055701648,6.18682222640101,16.5199834443001,14.332765704996
"35_Obs",13.4867918392525,6.1221810971664,8.72735246684677,15.6263255967281,5.77873503197172,17.5275559164266,NA,9.58688607132159,10.3000368796994
"36_Obs",22.361559983641,14.2236928552412,5.18863518930815,20.6141138841546,NA,30.7667248484121,5.79279966986319,18.2158761670671,20.0993068222619
"37_Obs",22.7188893073975,16.1667665528093,6.52468333560722,20.0117348988364,5.15493631253319,29.7125572447986,NA,18.1431948397996,18.3571822278424
"38_Obs",20.7938764145988,24.4162001449781,11.5052038431329,10.1467473899614,8.32424927303793,26.4475805513761,NA,16.9634220894914,17.0706459661446
"39_Obs",23.0910340029969,16.5862033181773,9.24832168075819,18.5471648164573,8.4160711030846,28.5004669546479,5.46892720931101,15.8523068195076,16.2222818478392
"40_Obs",23.8083675624414,16.7495247950842,10.0399405930981,22.0119334363185,7.88542142438742,31.786405062169,7.64306218683558,20.9661055699072,20.332483704767
"41_Obs",17.8352926117424,10.6326916937668,8.20075019199956,15.2512363642686,5.14530105309498,22.6548290939008,NA,11.8959430567628,10.7134579657677
"42_Obs",19.9212876144349,16.6140043495431,6.85951830388142,17.544729499526,5.2733918045392,27.2029678152083,NA,14.2855337725184,16.0070450098998
