Protein,Replicate,Feature,Intensity,Obs_Intensity,MNAR_threshold,MAR,MNAR
EGF,0,0,24.10801932689451,24.10801932689451,0.001301146182438911,False,False
EGF,0,1,25.020475591754494,25.020475591754494,0.0009036266579432005,False,False
EGF,0,2,23.69901125804797,23.69901125804797,0.001532066586829853,False,False
EGF,0,3,23.672946733422968,23.672946733422968,0.0015480983205998866,False,False
EGF,0,4,24.240097987567957,24.240097987567957,0.001234271663491864,False,False
EGF,0,5,24.195291882214047,24.195291882214047,0.0012565642009436445,False,False
EGF,0,6,22.40884400567509,22.40884400567509,0.0025642093209841147,False,False
EGF,0,7,24.481172744223564,24.481172744223564,0.001120936633734412,False,False
EGF,0,8,24.909916069647426,24.909916069647426,0.0009444466846765584,False,False
EGF,0,9,24.40979196609939,,0.0011533658124533326,True,False
EGF,0,10,24.68968888607957,24.68968888607957,0.0010313285895128474,False,False
EGF,0,11,24.687043165222086,24.687043165222086,0.0010324194828479187,False,False
EGF,0,12,22.28262821171199,,0.002696632357396875,True,False
EGF,1,0,20.016333914093188,20.016333914093188,0.006649555108461575,False,False
EGF,1,1,20.92879017895317,20.92879017895317,0.0046255851925740615,False,False
EGF,1,2,19.60732584524665,19.60732584524665,0.007822247668923952,False,False
EGF,1,3,19.581261320621646,19.581261320621646,0.007903579611955775,False,False
EGF,1,4,20.148412574766635,20.148412574766635,0.0063095271223909954,False,False
EGF,1,5,20.103606469412725,20.103606469412725,0.006422895829842903,False,False
EGF,1,6,18.317158592873767,18.317158592873767,0.013036712367801032,False,False
EGF,1,7,20.38948733142224,20.38948733142224,0.005732839804337783,False,False
EGF,1,8,20.818230656846104,20.818230656846104,0.004833725861311599,False,False
EGF,1,9,20.31810655329807,20.31810655329807,0.005897905517256848,False,False
EGF,1,10,20.598003473278247,20.598003473278247,0.005276502207862442,False,False
EGF,1,11,20.59535775242076,20.59535775242076,0.00528205971350136,False,False
EGF,1,12,18.19094279891067,18.19094279891067,0.013702535350940685,False,False
EGF,2,0,21.752076241308735,21.752076241308735,0.0033320481356980333,False,False
EGF,2,1,22.66453250616872,22.66453250616872,0.002315496406953044,False,False
EGF,2,2,21.343068172462196,21.343068172462196,0.003921986604277826,False,False
EGF,2,3,21.317003647837193,21.317003647837193,0.003962927497328346,False,False
EGF,2,4,21.884154901982182,21.884154901982182,0.003161122508651575,False,False
EGF,2,5,21.839348796628272,21.839348796628272,0.003218104323469717,False,False
EGF,2,6,20.052900920089314,20.052900920089314,0.006553634017183518,False,False
EGF,2,7,22.12522965863779,22.12522965863779,0.0028713661274658684,False,False
EGF,2,8,22.55397298406165,22.55397298406165,0.0024199411251986497,False,False
EGF,2,9,22.053848880513616,22.053848880513616,0.002954286209026229,False,False
EGF,2,10,22.333745800493794,22.333745800493794,0.0026421983096428206,False,False
EGF,2,11,22.331100079636307,22.331100079636307,0.002644988597580567,False,False
EGF,2,12,19.926685126126216,19.926685126126216,0.006890658952097357,False,False
EGF,3,0,25.53854188659589,25.53854188659589,0.0007346240775665262,False,False
EGF,3,1,26.450998151455874,26.450998151455874,0.0005100970849012779,False,False
EGF,3,2,25.12953381774935,25.12953381774935,0.0008650882874781984,False,False
EGF,3,3,25.10346929312435,25.10346929312435,0.0008741467883730284,False,False
EGF,3,4,25.670620547269337,25.670620547269337,0.000696846564549152,False,False
EGF,3,5,25.625814441915427,25.625814441915427,0.000709439406619181,False,False
EGF,3,6,23.83936656537647,23.83936656537647,0.001448544209243175,False,False
EGF,3,7,25.911695303924944,25.911695303924944,0.0006328284710397813,False,False
EGF,3,8,26.340438629348807,26.340438629348807,0.0005331494690451375,False,False
