Protein,Replicate,Feature,Intensity,Obs_Intensity,MNAR_threshold,MAR,MNAR
EGF,0,0,28.33423222528928,,0.0002402253433978235,True,False
EGF,0,1,26.55688403534909,26.55688403534909,0.0004889537335171405,False,False
EGF,0,2,26.890710130248692,26.890710130248692,0.00042786107562523473,False,False
EGF,0,3,26.718933681958774,26.718933681958774,0.0004582792437788336,False,False
EGF,0,4,25.55771211314041,25.55771211314041,0.000729016547241517,False,False
EGF,0,5,26.55930430692806,26.55930430692806,0.0004884808333610203,False,False
EGF,0,6,25.570469472069878,25.570469472069878,0.0007253085839903927,False,False
EGF,0,7,27.681093065887758,27.681093065887758,0.00031192455834419444,False,False
EGF,0,8,26.91228728713121,26.91228728713121,0.0004241857154215667,False,False
EGF,0,9,26.102523041785496,26.102523041785496,0.0005863487918748261,False,False
EGF,0,10,24.83265989417587,24.83265989417587,0.0009740591847289932,False,False
EGF,0,11,27.209473487934808,27.209473487934808,0.00037666056781595193,False,False
EGF,0,12,27.416575068661793,27.416575068661793,0.0003467256193258127,False,False
EGF,0,13,24.8410202388641,24.8410202388641,0.0009708103940525456,False,False
EGF,0,14,28.70114894541266,28.70114894541266,0.00020744028559622303,False,False
EGF,0,15,27.475726001383375,27.475726001383375,0.00033862099702362363,False,False
EGF,0,16,25.99283933986458,25.99283933986458,0.0006126305139806302,False,False
EGF,0,17,25.621719017603098,25.621719017603098,0.0007106017146971649,False,False
EGF,0,18,28.523070336678973,28.523070336678973,0.0002227521339540789,False,False
EGF,1,0,21.514756537287074,21.514756537287074,0.003662636720478239,False,False
EGF,1,1,19.737408347346882,19.737408347346882,0.007428586690325909,False,False
EGF,1,2,20.071234442246485,20.071234442246485,0.006506060873650571,False,False
EGF,1,3,19.899457993956567,19.899457993956567,0.0069655886548056255,False,False
EGF,1,4,18.738236425138204,18.738236425138204,0.011038190741515245,False,False
EGF,1,5,19.739828618925852,19.739828618925852,0.007421451838342214,False,False
EGF,1,6,18.75099378406767,18.75099378406767,0.010982623995757244,False,False
EGF,1,7,20.86161737788555,20.86161737788555,0.004750956894654574,False,False
EGF,1,8,20.092811599129003,20.092811599129003,0.00645051023994902,False,False
EGF,1,9,19.28304735378329,19.28304735378329,0.00889598936954023,False,False
EGF,1,10,18.013184206173662,18.013184206173662,0.014697465343819318,False,False
EGF,1,11,20.3899977999326,20.3899977999326,0.005731676058824019,False,False
EGF,1,12,20.597099380659586,20.597099380659586,0.005278400657664442,False,False
EGF,1,13,18.021544550861893,18.021544550861893,0.014649115891149866,False,False
EGF,1,14,21.88167325741045,21.88167325741045,0.003164252045532262,False,False
EGF,1,15,20.656250313381168,20.656250313381168,0.005155613925918634,False,False
EGF,1,16,19.173363651862374,19.173363651862374,0.009291268762196863,False,False
EGF,1,17,18.80224332960089,18.80224332960089,0.010762172542746579,False,False
EGF,1,18,21.703594648676766,21.703594648676766,0.00339707430295943,False,False
EGF,2,0,24.407660415979656,24.407660415979656,0.0011543484789621828,False,False
EGF,2,1,22.630312226039464,22.630312226039464,0.0023473341854352474,False,False
EGF,2,2,22.964138320939067,22.964138320939067,0.0020545222003051145,False,False
EGF,2,3,22.79236187264915,22.79236187264915,0.0022003309364292518,False,False
EGF,2,4,21.631140303830787,21.631140303830787,0.003496618684220542,False,False
EGF,2,5,22.632732497618434,22.632732497618434,0.0023450681371240665,False,False
EGF,2,6,21.643897662760253,21.643897662760253,0.0034788830008409327,False,False
EGF,2,7,23.754521256578133,23.754521256578133,0.0014984738826595467,False,False
EGF,2,8,22.985715477821586,22.985715477821586,0.002036902167550868,False,False
EGF,2,9,22.17595123247587,22.17595123247587,0.002813859308152147,False,False
EGF,2,10,20.906088084866244,,0.004667583724930329,True,False
EGF,2,11,23.28290167862518,23.28290167862518,0.001809017629227309,False,False
EGF,2,12,23.49000325935217,23.49000325935217,0.0016654363322774076,False,False
EGF,2,13,20.914448429554476,20.914448429554476,0.004652073244870148,False,False
EGF,2,14,24.774577136103034,24.774577136103034,0.0009969317124068483,False,False
EGF,2,15,23.54915419207375,23.54915419207375,0.0016265573409907708,False,False
EGF,2,16,22.066267530554956,22.066267530554956,0.0029396903334666675,False,False
EGF,2,17,21.695147208293474,21.695147208293474,0.0034085331594175213,False,False
EGF,2,18,24.59649852736935,24.59649852736935,0.0010704561205892602,False,False
EGF,3,0,30.71843649145825,30.71843649145825,9.257724525337767e-05,False,False
EGF,3,1,28.941088301518057,28.941088301518057,0.00018846018405644513,False,False
EGF,3,2,29.27491439641766,29.27491439641766,0.00016490670324370598,False,False
EGF,3,3,29.103137948127742,29.103137948127742,0.0001766338117399316,False,False
EGF,3,4,27.94191637930938,27.94191637930938,0.00028103042466993353,False,False
