"originalRUN","Akt","EGF","Erk","IGF","Mek","PI3K","Raf","Ras","SOS"
"0_Obs",24.033718,22.6417705,4.28885640332031,16.04659,2.89059573242188,28.779048,2.44184391210937,18.2394984848438,19.5035665
"1_Obs",19.754978,15.9334655,6.22779996582031,9.208773,NA,20.335867,4.70296267773437,14.3352334848438,11.1251725
"10_Obs",27.249047,22.1550585,8.57120496582031,18.450073,4.652712625,31.343316,5.80002475976562,20.6289504480536,21.1811075
"100_Obs",22.723013,16.4273485,7.13522440332031,16.1058325625,3.13274473242188,22.1573070527359,3.69325870898437,15.1450785150983,15.8035405
"101_Obs",24.57244,21.4422575,8.63277259667969,22.465994,3.7721000625,30.097199,6.2776934765625,19.6850004775015,21.0405515
"102_Obs",22.597942,18.9792095,9.17511968457031,12.66802,6.06396073242188,23.274502,5.48457524023437,15.4915374848418,15.2101265
"103_Obs",22.115667,19.54947,9.88718937207031,12.485671,5.278048875,24.441635,4.66640222851562,17.3932234848438,16.6389125
"104_Obs",21.714051,14.4839985,7.34778868457031,17.570105,NA,23.622577,4.29516767773437,16.1779494626681,14.1497245
"105_Obs",24.3094,18.2768815,8.17707159667969,15.8691785625,3.830778125,27.8988744304727,3.82400722988891,17.2331084700482,16.5875045
"106_Obs",22.004142,19.9904035,6.04005637207031,11.182511,NA,24.744126,2.5750376953125,15.4539524848438,15.2718955
"107_Obs",21.075884,14.9076325,2.79871040332031,15.569609125,0.542196732421876,24.005598,2.64051822460937,14.7953754260772,12.3940305
"108_Obs",22.599219,16.9700785,9.56312634082031,14.374331,5.078755125,24.375554,5.87868521679687,17.9083285151571,16.2465685
"109_Obs",24.90582,17.8665775,6.89722796582031,19.899684,3.97917548242188,28.728074,4.06673922851562,17.0881184848448,17.4157925
"11_Obs",16.801713,11.5883125,6.63314359667969,12.45135,3.08741173242188,19.957693,5.12832222460937,13.4314074848448,10.3379415
"110_Obs",20.839277,13.6493825,8.92185463867187,14.642543,NA,22.216052,5.00015322460937,15.2320643893871,12.4411345
"111_Obs",25.948364,18.7142125,8.64041837207031,19.658142,3.28842748242188,29.66302,5.29930675976562,19.8161294848429,19.2051185
"112_Obs",27.693819,20.3072165,8.47639568457031,17.885644,NA,29.878232,3.78974513085937,19.7164244772701,18.4841465
"113_Obs",24.525056,15.1901865,11.9552846386719,15.8873055625,7.20119742871094,27.71439,5.01680502148437,17.7447444848429,15.2504655
"114_Obs",23.603422,18.8203725,6.55006645117187,16.569814,2.65413573242188,25.360691,4.77703272460937,17.3006354775015,17.1860705
"115_Obs",21.251929,13.8318845,6.94732559667969,17.792275,3.41571204492188,24.26795,4.24130716210937,16.3402654848448,15.3452805
"116_Obs",17.327608,17.652648,7.19791534082031,9.582183,NA,19.515923,5.39583725390625,14.4966745150983,12.2169055
"117_Obs",21.827259,12.9214175,3.64431615332031,17.4875035625,1.92836023242188,24.173946,3.69429813085937,15.8119484848438,15.5183875
"118_Obs",23.545151,21.1329875,5.88729634082031,15.36894,0.758100875000001,27.046765,2.43045763085937,16.2442175148629,15.6866915
"119_Obs",27.127441,18.9954355,7.301593,21.900057,3.014306125,31.83124,4.08259975976562,17.5050675149217,20.7024235
"12_Obs",21.104085,16.8014825,6.96257634082031,12.278671,NA,23.483038,5.12649016210937,16.9082464848429,14.7461205
"120_Obs",22.086009,17.6948835,5.11732940332031,14.4324915625,NA,25.361861,3.48497816210937,16.5312685151571,14.7768435
"121_Obs",21.559742,15.4432495,9.47983993652344,19.93399,6.1765081875,24.828108,5.19389467773437,16.3143594848429,16.0683445
"122_Obs",22.179862,21.5900025,6.7003785,8.9615245625,2.776862875,22.662624,3.82915268037414,16.3562565151571,13.3203395
"123_Obs",27.731967,23.6700395,9.63640240332031,18.9501735625,4.92312042871094,33.559367,5.95654522460937,20.0154164848429,20.8011815
"124_Obs",19.689864,12.1947885,10.2232174033203,17.3346065625,5.348655625,21.416794,6.97015742773437,17.0063784848438,14.0970815
"125_Obs",22.487685,21.4772265,6.48378440332031,15.765249,NA,28.275465,3.31988791210937,16.4132074260772,17.2503885
"126_Obs",25.092245,22.6516865,4.36721268457031,16.1436305625,0.93734108984375,27.8353484304727,4.44234763085937,17.7956673893871,18.9150405
"127_Obs",23.072,18.7827695,8.44298993652344,15.724617,3.83151073242188,25.577768,4.321625,16.2249664848438,16.7807145
"128_Obs",21.946219,14.1709305,5.82530366992187,17.775308,4.10994873242188,23.41953,5.00348567773437,13.9122194848429,13.812985
"129_Obs",22.306083,20.3587705,3.85027740332031,16.103553,1.623919125,26.1249454304727,4.08179917773437,17.2900074772706,18.7907765
"13_Obs",24.342246,16.6165715,3.26929396582031,19.898475,0.881434732421876,29.031787,2.58334821162414,17.1164044848429,17.8789985
"130_Obs",17.983638,17.2259735,9.82661440332031,11.143085,5.41602635742187,21.5547955,7.53112921162414,15.3941104848429,15.2440585
"131_Obs",21.604645,15.9569725,8.70028193652344,15.948866,5.23052360742187,24.7411934304727,5.95836075976562,16.8306874259507,14.2705195
"132_Obs",27.163704,14.07856,NA,23.210464,0.708175607421877,28.515653,0.928476283203123,15.3726275150983,19.0938945
"133_Obs",24.227665,19.4203465,8.77888440332031,16.646837,5.49042678613281,27.967842,6.16087713085937,17.6409694848429,17.1316645
