"originalRUN","Akt","EGF","Erk","IGF","Mek","PI3K","Raf","Ras","SOS"
"0_Obs",26.5779648633168,24.309008924342,14.0358009089145,18.3458257507551,8.07080697131634,31.4481216500727,8.22089393371709,17.215287440291,19.152002585662
"1_Obs",24.53322054066,20.2173235115407,11.0197466986287,19.3553593736203,6.1725485002133,30.1180359116073,NA,15.1765661311486,17.1236624010363
"2_Obs",21.5510371871847,21.9530658387562,10.392955628932,15.4109932392499,5.09575185501462,27.2077430261026,6.29698305563182,14.7098221558174,17.5565933397933
"3_Obs",25.7403498720833,25.7395314840434,11.5412072794263,16.9920797999256,5.59345303222985,31.4939398672231,NA,16.1839503424242,19.7726151241887
"4_Obs",21.7975007633153,24.6195258568889,10.8406360708894,17.3620976869979,7.80638382469448,27.6198161143825,7.63081820797068,14.9352495672775,20.2001853474222
"5_Obs",22.0456650810036,16.0850182468098,11.0974742623164,17.282377551739,7.10521249273222,24.7188337997713,4.24022936357994,12.856579458402,14.4086012771727
"6_Obs",26.6872614198271,21.8671171390158,7.55981087956391,18.3002584675269,4.67419012697376,28.6848338890646,NA,15.3420970547069,18.4216638972529
"7_Obs",20.7575852194158,18.5627802615459,7.30648226740596,11.223704820475,4.50763358064669,22.7514403400726,NA,12.3869687894054,12.4830685423737
"8_Obs",21.8095104314006,18.7071953310583,7.38207668708986,16.529965501183,4.3184869477645,25.8781314266699,NA,12.9843487311224,16.9379048880221
"9_Obs",21.6768315583894,20.2486473922541,13.6021569328145,17.395038515366,8.46115051542267,25.3039669999407,8.17813187032278,15.6773254739321,18.6073795263747
"10_Obs",21.8483440210505,19.4489825999216,10.056519528368,13.6769466647646,5.34270957990734,24.0163660680977,5.3479243540057,13.9945854967716,15.3387529454947
"11_Obs",25.2498129539942,23.3796724073279,14.132346807452,21.6998948326578,8.24418131635022,30.8914375861065,NA,16.2439316394763,21.1499406284782
"12_Obs",23.8237572805898,21.29996506188,14.1940231148832,17.1626155133402,8.94047894034277,28.0115602835418,5.79872579516137,15.4567887579022,18.8132024546194
"13_Obs",20.5170657493041,19.3818769359175,12.1799117507251,21.3681519467125,7.38065468584011,26.6731871677462,5.83045490198884,14.6779893932519,20.2309368302198
"14_Obs",19.1602949571,20.3484415846753,11.2576092753732,14.3063686461265,6.35593806679534,23.4596053770188,6.71461516817575,12.6459950042494,16.1595561761274
"15_Obs",21.3856259704832,20.0178748685618,10.8587863781432,13.9560373470497,5.44677130840993,25.6971255670779,NA,13.6170746575391,14.8727497273817
"16_Obs",25.2696628069053,23.4990891059118,8.13138460733255,17.3506943745227,5.1747163639723,29.268328407957,4.82329990223744,15.5336655894247,20.3107524976618
"17_Obs",17.8413116163853,18.4013770951416,10.1533828075242,11.6418726231397,6.83615818393956,21.2357480602617,NA,12.8048526311254,13.5407912396794
"18_Obs",23.0363658200027,19.9560549913917,9.91726531066201,17.322834483504,5.63273519135749,26.3143153811242,4.0995150258666,14.0567531675137,14.3424999273722
"19_Obs",22.0606974347421,16.4545646685338,12.2013680685576,16.9695954076345,7.8198978553965,25.5938485516738,5.53571269966647,13.7675680577778,15.7909709131459
"20_Obs",18.9236640615851,11.3578824389368,10.3421532614233,19.724933556252,5.32137398751403,19.1762173170132,3.727419422375,9.14932935682364,11.8279697602857
"21_Obs",22.9201790243737,20.9777076727601,11.1995125034052,18.781061735121,7.7191637405609,28.4180584779563,6.26666854424076,15.7007819211661,19.6108460553539
"22_Obs",20.3580823711764,21.6101604830175,10.6645382406172,15.4255056619706,6.90385647179071,26.2602030415867,5.88646977322265,14.1446435708169,17.1593501226019
"23_Obs",17.2532089912258,16.7903568252197,13.5548889709144,13.385447747315,7.64249850116064,22.6780315308808,6.13848329369726,13.006876806339,14.3911172583039
