"originalRUN","Akt","EGF","Erk","IGF","Mek","PI3K","Raf","Ras","SOS"
"0_Obs",23.0050234142006,21.3049434561492,4.94315783671958,15.5077174589392,2.49668011454665,29.1975327342078,1.94453929951939,15.497572476925,17.2958738999018
"1_Obs",23.3563368783243,17.8898231130292,4.8904980274217,16.8539278103363,2.3654201090591,27.0649832271803,2.33132989828397,16.929601167754,16.2321221771672
"2_Obs",22.3777900164965,21.5275243495407,7.97605142456256,14.9580419179354,5.03338172760762,28.403731166575,4.6291460906931,16.9719626821481,16.4432264812705
"3_Obs",17.8632639259473,19.7457395439708,NA,6.11075930529686,NA,24.3493581516092,NA,11.8677381746059,10.2662998002296
"4_Obs",22.2815271022197,21.86529267315,5.12161413464679,14.2489710183239,2.41334569647404,28.1898747822164,4.22079044735687,16.5724728627846,17.676755698872
"5_Obs",21.0168188251286,15.6227669206533,4.49067117056902,18.0537362311967,3.40871590040868,26.4929708094831,4.07142801645465,16.818540675717,15.1764959251192
"6_Obs",22.3427854191931,17.2568001886191,3.12127599441883,17.1274957418278,NA,27.2567958650242,NA,14.06137040675,15.2023673063676
"7_Obs",22.7985207270341,15.4949391183815,7.79848233776344,18.5862390532301,3.43460823826372,30.292374247028,3.92330573061531,17.4092861764232,16.8049820921118
"8_Obs",21.4239672190794,18.3486077221899,8.94194160939369,16.526372588949,6.41651892970578,27.6466012503867,4.49059313627762,16.3871295208431,15.3693320490599
"9_Obs",22.3761348926785,19.1723857807595,7.19393767364843,16.0637707868206,5.38445337331228,28.2091846725054,6.39154760704755,16.9631119475557,16.6888163636293
"10_Obs",21.3092403127384,20.172899553605,13.0589526880717,15.6251987085233,7.24908797598192,26.2668822521231,6.85827355870525,16.6714997987936,17.343090833704
"11_Obs",24.3044220576505,23.6405002366802,10.4559319915215,14.0477146678566,5.91676658002313,27.1780682807706,4.42183054278457,13.5223355578749,17.9696709925951
"12_Obs",22.3446571957257,22.7053958106501,12.8036905646275,14.3335608269363,7.46588159990289,25.4903291542532,6.26534238465833,14.3678821951066,18.3616132223273
"13_Obs",21.5723176975975,15.5390659596691,8.31445757545167,20.0564558594882,3.23454847180817,27.3591164858092,NA,12.8883235137658,16.1709741713766
"14_Obs",19.6753652164338,20.0460735734773,11.5799157247801,16.2156160935883,5.70344811691082,25.4003478695279,5.90480549468122,13.1804146716519,17.4997537486426
"15_Obs",24.0279101855487,20.1055741538887,13.6738931069914,16.8204170305346,7.51076515768627,28.3139874025306,6.03128415945773,16.1089007701736,16.7331694676344
"16_Obs",23.7539746967842,25.6455883280961,14.5728626902814,16.4350537920758,9.78666190167046,29.7219112036135,8.25522044746412,16.0285823301114,19.2282129834705
"17_Obs",19.4224783116512,16.935892889676,10.778747636616,18.9139275120714,6.57104093311719,25.8766514985035,5.10039425659635,12.5266803550518,16.5040641223633
"18_Obs",24.8167586584907,22.3868038889019,14.9515749402931,15.6359960048776,10.8640812382941,28.126546407791,10.6021264804281,17.5411128480914,17.2959023296244
"19_Obs",21.2739113148483,17.0851012707261,15.6247240654668,18.0392564115916,9.29723864635064,25.1642702886104,8.63388133730354,15.6929269686583,16.2845973361681
"20_Obs",19.1058716580298,14.2070850417402,17.0005679862464,18.2097435692637,10.6462517778449,20.7287737968408,8.63633949775626,12.5445212249942,12.9950315102444
"21_Obs",21.505536955687,18.788787525083,14.1609146482047,17.0187279959419,6.87181778482561,26.4105433383276,4.0136699767282,11.6179520595259,18.1030445340907
"22_Obs",21.3450850662617,20.6761204507909,15.1073031412499,15.580485205108,7.94420295173148,25.0608435019975,5.11865982136289,10.2697787792263,17.6863585447012
"23_Obs",19.0369163218222,17.3701355456965,19.0910392210483,15.0848228181508,11.06316385853,23.4891538654475,7.46673854611791,11.5051496678421,13.1007002929219
"24_Obs",23.9178107781327,24.5182132839398,13.2017811486454,16.6544914905632,7.41059569035187,31.1371965368202,5.35093582296434,12.6995807290493,21.733380258376
"25_Obs",21.3039316545986,14.3961545908727,16.7897963865361,19.0743359898625,8.80477675350917,25.0141404911226,4.27574697126086,12.083315609861,17.3096282838119
"26_Obs",18.2613612908004,17.1473192732396,18.7143400072904,16.239684152087,9.83776809938181,23.5204548804435,5.27085093332608,11.1448270754468,16.8922679643625
"27_Obs",20.3258220262797,17.540413983797,12.8201707863202,18.0394699906961,5.4708381646545,25.7572820750046,3.85308674828861,10.4578457008619,16.6309075243825
"28_Obs",19.8309742076684,22.5293677498816,17.0187279959419,15.0581525893656,9.27390348378048,24.8424404269018,5.62264663379954,11.3154380100486,16.9788486429505
"29_Obs",20.7636908975236,21.3396110795246,16.8142475580046,14.8734000354646,8.59668194769627,25.7885455756464,4.74767580999618,11.8740165834195,18.4792465242339
